,chain,rotisserie,washer,car_wheel,croquet_ball,fire_engine,passenger_car,envelope,thresher,strainer,chain_saw,sea_slug,swab,band_aid,convertible,ground_beetle,buckle,matchstick,microphone,beer_glass,hamper,motor_scooter,marimba,tow_truck,vending_machine,fire_screen,cornet,rubber_eraser,vase,barber_chair,goblet,harmonica,christmas_stocking,umbrella,face_powder,pool_table,bakery,chocolate_sauce,candle,dial_telephone,gown,minibus,nail,scoreboard,running_shoe,whistle,stage,tape_player,rock_python,mixing_bowl,reflex_camera,desktop_computer,water_bottle,police_van,lampshade,lens_cap,combination_lock,sleeping_bag,bow_tie,water_jug,horizontal_bar,wardrobe,gong,barometer,file,crash_helmet,tank,polaroid_camera,trilobite,nipple,barrel,bolo_tie,oscilloscope,amphibian,wall_clock,mousetrap,loudspeaker,diaper,muzzle,shower_curtain,window_screen,racer,mask,airship,golfcart,stove,space_heater,carton,sweatshirt,holster,assault_rifle,sunglasses,swimming_trunks,grocery_store,bell_cote,ballpoint,grand_piano,potter's_wheel,brass,mailbag,spotlight,hand_blower,bathtub,can_opener,binder,safety_pin,cocktail_shaker,tripod,microwave,toaster,menu,stethoscope,safe,china_cabinet,lab_coat,tub,scale,joystick,lighter,magnetic_compass,mortar,frying_pan,scabbard,football_helmet,tractor,toyshop,street_sign,oil_filter,crossword_puzzle,doormat,dragonfly,coffeepot,stopwatch,reel,crock_pot,table_lamp,notebook,bassoon,espresso_maker,pretzel,acoustic_guitar,dutch_oven,desk,sports_car,dumbbell,bathing_cap,loupe,slide_rule,cab,garbage_truck,crib,corkscrew,revolver,hook,jigsaw_puzzle,tick,dishwasher,tray,pop_bottle,book_jacket,flute,pickup,platypus,plunger,barbell,snorkel,ice_bear,plate,wallet,shower_cap,pill_bottle,ipod,oxygen_mask,ocarina,printer,projectile,ambulance,cellular_telephone,window_shade,broom,bath_towel,cinema,mouse,piggy_bank,drumstick,odometer,tennis_ball,pencil_box,teapot,limousine,banjo,rocking_chair,beaker,prayer_rug,ski,car_mirror,hourglass,purse,eggnog,studio_couch,lotion,knee_pad,comic_book,sandal,paintbrush,jeep,violin,fireboat,bobsled,remote_control,rule,wok,maillot,hard_disc,screen,espresso,bulletproof_vest,stole,velvet,liner,clog,electric_locomotive,thimble,bib,bubble,racket,photocopier,golf_ball,spatula,syringe,gasmask,laptop,moped,screwdriver,red_wine,sunscreen,screw,breastplate,seat_belt,space_shuttle,freight_car,handkerchief,milk_can,bucket,electric_guitar,bonnet,paddle,recreational_vehicle,modem,waffle_iron,minivan,gas_pump,folding_chair,carpenter's_kit,web_site,whiskey_jug,letter_opener,hammer,wine_bottle,refrigerator,space_bar,crane,boa_constrictor,bow,cleaver,projector,turnstile,toilet_tissue,home_theater,mortarboard,bottlecap,panpipe,french_horn,measuring_cup,wool,soccer_ball,packet,confectionery,nematode,backpack,vacuum,abaya,paper_towel,power_drill,pencil_sharpener,punching_bag,puck,plate_rack,stretcher,granny_smith,apron,windsor_tie,half_track,sock,chime,soap_dispenser,ashcan,quill,fountain,pitcher,harvester,electric_fan,triceratops,monitor,crate,computer_keyboard,honeycomb,maze,radio,iron,mitten,hummingbird,switch,cash_machine,slot,bullet_train,fountain_pen,petri_dish,washbasin,tricycle,lawn_mower,shopping_basket,crutch,plane,abacus,cowboy_boot,maraca,brassiere,cassette,radiator,mountain_tent,school_bus,sunglass,ice_lolly,neck_brace,analog_clock,tobacco_shop,disk_brake,knot,upright,hand-held_computer,entertainment_center,medicine_chest,ice_cream,rifle,airliner,cassette_player,pickelhaube,mailbox,traffic_light,sax,rugby_ball,oboe,beach_wagon,trailer_truck,balance_beam,sewing_machine,hair_slide,lipstick,digital_clock,chest,pajama,cockroach,shovel,forklift,hair_spray,television,padlock,bookshop,container_ship,jersey,pick,hatchet,cd_player,cowboy_hat,typewriter_keyboard,saltshaker,binoculars,cup,pay-phone,parking_meter,guillotine,moving_van,vine_snake,plastic_bag,pillow,pole,plow,toilet_seat,perfume,trombone,ladle,coffee_mug,rhinoceros_beetle,digital_watch
2133115688.1.JPG,0,0,0.00308098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006661,0,0,0,0,0,0.00490169,0,0,0,0,0,0,0,0,0,0.00266517,0,0,0,0,0,0,0,0,0,0,0,0,0.0684741,0,0,0,0,0,0,0,0,0.0182054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503606,0,0,0,0,0.0216989,0.00444666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401417,0.0125578,0,0,0.00316654,0,0,0,0,0.0153063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102412,0,0,0,0.00408656,0,0,0,0,0,0,0,0,0,0,0,0.00629606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234073,0,0,0,0,0.00244267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030491,0.00578769,0,0,0,0.0030931,0,0.00256634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838009,0.00566892,0,0,0.0167945,0.0556902,0.00310593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275877,0,0,0,0,0,0,0.00435992,0,0,0,0,0.00352911,0,0,0,0,0,0.454847,0,0,0,0,0,0,0,0,0,0,0,0,0.00612514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693936,0,0,0,0,0,0,0,0,0.00773958,0,0,0,0,0,0.00925506
2521566628.1.JPG,0,0,0.0645962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458677,0,0,0,0,0,0,0,0,0,0,0,0,0.00647316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00758388,0,0,0,0.0326886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113678,0,0,0,0,0.00671546,0,0,0,0.012297,0,0,0,0,0,0,0.0810752,0,0,0,0,0,0,0,0,0,0,0.00801845,0,0,0,0,0.00966107,0,0,0,0,0,0,0,0,0,0,0,0,0.00783053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512737,0,0,0,0,0,0,0,0,0,0.0306951,0,0,0,0.00598897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258323,0.00488078,0,0,0,0,0,0,0,0.0505678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066143,0,0,0,0,0.0152342,0,0,0.00699234,0,0.0410542,0,0,0,0,0,0,0,0,0,0,0,0,0.00502305,0,0,0,0,0.00451473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509828,0,0.0108397,0,0,0,0,0,0,0,0,0.00803246,0,0,0,0,0,0,0,0,0,0,0.0439764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192261,0,0,0.00568325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118555,0,0,0,0,0.0117342,0,0,0,0,0,0,0,0.0256562,0,0,0,0,0,0,0,0,0,0,0,0.0110607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150534,0.00594472,0,0,0,0,0.0143814
2661602597.1.JPG,0,0,0.00390698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456091,0,0,0,0,0,0,0,0,0,0,0.00219015,0,0.0255106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296295,0,0,0,0,0,0.00323189,0.00225723,0,0,0,0,0,0,0,0,0,0.00978345,0.00276237,0,0,0,0,0,0,0,0,0,0,0,0,0.0617003,0.00474031,0,0.00611772,0,0,0,0,0,0,0,0,0,0,0,0,0.112585,0,0,0.0220758,0,0,0,0,0,0,0,0,0,0,0,0,0.0203034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240787,0,0,0,0.0460414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818344,0,0,0.0509485,0,0,0,0,0.00401023,0,0,0,0,0,0,0,0,0,0,0,0,0.00971503,0.00225587,0,0,0,0.00296171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238442,0.00870228,0,0,0,0,0,0,0,0.00743574,0,0.00794833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101922,0,0,0,0,0,0,0.00421097,0.027755,0,0,0.00281699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375452,0,0,0,0,0,0.00515662
2661602616.1.jpg,0,0.00679445,0.0172124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437944,0,0,0.00475171,0,0,0,0,0,0,0,0,0,0.0175105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507421,0,0,0.0161953,0,0,0.00318802,0,0.170239,0.00513526,0,0,0.0234342,0,0,0,0.0785141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376242,0,0,0,0.0196382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284676,0,0,0,0,0,0,0,0.00752785,0,0,0,0,0,0,0,0,0.00392902,0,0,0,0.0047463,0,0,0,0,0,0,0,0,0,0,0,0,0.0137354,0,0,0,0,0,0,0,0,0.00386328,0,0,0,0,0,0,0,0,0,0,0,0,0.0361712,0,0,0,0,0,0.0217664,0,0,0,0,0.0118039,0,0,0,0,0,0.00350396,0.0069197,0,0,0,0,0,0,0.00556981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350191,0,0,0,0,0,0,0,0,0,0,0,0,0.00348915,0,0,0,0.0402647,0.0219528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333731,0,0.0273695,0,0,0,0.00566426,0,0,0,0,0,0,0,0,0,0.00279874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519286,0,0,0,0,0,0
2661602640.1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582,0,0,0,0,0,0,0,0.254064,0,0,0.000885184,0.0125991,0,0,0,0,0,0,0,0,0,0,0,0,0.00137978,0,0,0,0,0,0,0,0.00110937,0,0,0.000872679,0.00792814,0,0,0,0,0,0,0,0,0,0.00130887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145213,0.00187445,0,0,0,0,0,0,0,0.001466,0,0,0,0,0.00147384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108288,0,0,0.00719078,0,0,0,0,0.00216292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350434,0,0,0,0.0290486,0,0,0,0,0,0,0,0,0,0,0,0,0.00111238,0,0,0,0,0,0,0.00151958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655567,0,0,0,0,0.00142966,0.00258591,0,0,0,0,0,0,0,0,0,0,0.00874282,0,0,0,0,0,0,0,0,0,0,0.00207768,0,0,0,0,0,0,0,0.00228482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131457,0,0,0.0854467,0,0,0,0.0358341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721165,0,0,0,0,0,0,0.00121686,0,0,0,0,0.00143891,0,0,0,0,0,0.243575,0,0,0,0,0,0,0,0,0,0,0,0,0.00169465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218869,0,0,0,0,0
2700590071.1.JPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290504,0,0,0,0,0,0,0.0524307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143638,0,0,0.00056912,0,0,0,0,0,0,0,0,0,0.00656002,0,0,0,0,0,0,0.00127627,0,0,0,0,0,0,0,0,0,0.000987608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586747,0,0.00274944,0.000988974,0,0,0,0.000199494,0.000603695,0,0,0.000147264,0,0,0,0,0,0.000434631,0,0,0,0,0,0,0,0,0.00138216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726089,0,0,0,0,0,0,0,0,0,0,0.00167531,0,0,0,0.000213411,0,0,0,0,0,0,0,0.0002587,0,0,0,0,0,0,0,0,0,0.000159837,0,0,0,0,0,0,0,0.44202,0,0,0,0,0,0,0,0,0.00220994,0,0,0,0.00248319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361075,0,0,0,0,0,0,0,0,0,0,0,0,0.00456941,0,0,0,0,0,0.000142759,0,0,0,0,0,0,0,0,0,0,0.000435944,0,0,0,0,0,0,0,0,0,0,0.00216666,0,0,0,0,0,0.00030736,0,0.00210586,0,0,0,0,0,0,0,0,0,0,0.055675,0,0,0,0,0,0,0,0,0,0,0,0,0.000369738,0,0,0,0.0314493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000682355,0,0,0,0,0,0,0.00156666,0,0,0,0,0,0,0,0,0,0,0.000427069,0,0,0,0,0,0,0,0,0,0,0,0,0.0108206,0,0,0.000152608,0,0
2700590274.1.jpg,0,0,0,0,0,0,0,0.00616681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552886,0,0,0,0,0,0,0.101871,0,0,0,0,0,0,0,0,0,0,0.0176891,0,0,0,0,0,0,0,0,0,0,0.00237604,0,0,0,0,0,0,0,0,0,0,0,0,0.0689164,0,0,0,0,0,0.00492581,0,0.00241055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349561,0.0610406,0,0.00818167,0,0.00893217,0,0,0,0,0.00374922,0,0,0,0,0,0,0,0.00375228,0,0,0,0,0,0,0,0,0.00353805,0,0,0,0,0.00234204,0,0,0,0,0,0,0,0,0,0,0,0.00224488,0.00200712,0.00780582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020227,0,0.00368552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217205,0,0,0,0.189962,0,0,0,0,0,0,0,0,0.0142861,0,0,0,0.00241845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100833,0,0,0,0,0,0,0,0,0,0,0,0,0.00434987,0,0,0,0,0,0.0423125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019855,0,0,0,0,0,0.00190708,0,0.00650446,0,0,0,0,0,0,0,0,0,0,0.0177645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120341,0.00213516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140186,0,0,0,0,0,0,0.00426982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102205,0,0,0,0,0
2700590342.1.JPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441264,0,0,0,0,0,0.0250283,0,0,0.00818219,0,0,0,0,0,0,0.00537449,0,0,0,0,0,0,0,0,0,0,0.00652547,0,0.00700498,0,0,0,0,0,0,0,0,0.00915194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442738,0,0.0394007,0,0,0,0,0.00901916,0,0,0,0.007381,0,0,0,0.00319367,0.00352762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138862,0,0,0,0,0,0,0,0.00295251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847286,0,0,0,0,0,0,0,0,0,0,0,0.00313744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412397,0,0,0,0,0,0,0,0,0.00467446,0,0,0,0.028187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321734,0,0.00574572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315657,0,0,0,0,0.00655658,0.014624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354191,0,0,0,0.00860725,0,0.00523638,0,0,0,0,0,0,0,0,0,0,0,0,0.0172654,0,0,0,0,0,0,0,0,0,0,0,0,0.00786509,0,0,0,0.00337562,0.431084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380085,0,0,0,0,0,0.0278802,0,0,0,0,0,0,0,0,0,0.00722216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347547,0,0,0,0,0,0,0,0,0.00246821,0,0,0,0,0,0
3087813451.1.jpg,0,0,0.000545235,0,0,0,0,0.00159555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436212,0,0,0,0.00568939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000961131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395361,0,0,0,0,0,0.00263604,0,0.0036175,0,0,0,0.023242,0.000493934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288169,0,0,0,0.0237496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301388,0,0,0.0411746,0,0,0,0,0.0135516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011538,0,0,0,0.00659972,0.0146612,0,0,0,0,0,0,0,0,0,0,0,0.000528729,0,0,0,0,0.0179688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430281,0,0,0,0,0,0.378318,0,0,0,0,0,0.000557347,0,0,0,0,0.0054893,0,0,0.000412823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045483,0,0.000948182,0,0,0.00498914,0.000587208,0,0,0,0.158837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923963,0,0,0,0,0,0,0.000736092,0,0,0,0,0.0293407,0,0,0,0,0,0.00521691,0,0,0,0,0,0,0,0,0,0,0,0,0.00469487,0,0,0,0,0,0,0.00209878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679018
3087813455.1.JPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355837,0,0,0.00263394,0.0385805,0,0,0,0,0.00227217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273844,0,0,0,0,0,0,0,0,0,0.00167466,0,0,0,0,0.00321668,0,0,0,0.00634811,0,0.0146786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604074,0,0,0.0170768,0,0,0,0,0.0178283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310483,0,0,0,0,0,0,0,0,0.00804288,0,0,0,0.00866612,0.0642576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111792,0,0,0,0,0,0.420488,0,0,0,0,0,0.00207384,0,0,0,0,0.0157398,0,0,0.0194668,0,0,0,0,0,0,0,0,0,0,0,0.0029561,0,0,0,0.00368852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352764,0,0,0,0,0.076603,0.00343327,0,0,0,0.00354634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354869,0,0,0,0,0.0346268,0,0,0,0,0,0.00227274,0,0,0,0,0,0,0,0,0,0,0,0,0.0044365,0,0,0,0,0,0,0.0189586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177543,0,0,0,0,0
